epoch [s],elapsed [s],x [m],y [m],z [m],roll [deg],pitch [deg],yaw [deg],broadcasted 1=yes
1739885642.074072,600022.8319628239,0.24307849625257893,0.21677654054574091,-0.04369407556901139,0.05620398205235802,-0.7671414516086599,-3.721036171939562,False
1739885642.371952,600023.1298429966,0.2940902987930225,0.2614291387944636,-0.09255717642533368,-1.4015396643141291,0.3643622136709857,-6.392227525009771,True
1739885642.468164,600023.2260549068,0.24277651904704567,0.22122089956371926,-0.02396329163973876,0.6174600062415911,0.19668032682325468,-6.677749014269975,False
1739885642.575427,600023.3333179951,-0.04608009067927599,-0.042769493191670005,0.3577452765827944,29.7766907907423,-37.51342529554665,-16.61053453942061,False
1739885642.671081,600023.4289720058,0.28933159785981055,0.2748244927602497,-0.0770620911091,42.08588334379484,-97.45811815810815,-52.92182096306512,False
1739885642.778317,600023.5362079144,0.1888518811957567,0.19345502250804514,0.05420661657763004,2.716618875327726,2.741928180700744,-5.27740024494808,False
1739885642.863239,600023.6211299896,0.23634989170591325,0.23814510798804434,-0.007057418385770564,3.3119287400600004,5.001095049807891,-5.2409503871238545,False
1739885642.977184,600023.735074997,0.24121432685087107,0.2396595219366331,-0.006915265898217893,0.23604051840881174,2.5817964722980906,-5.358062700912263,False
1739885643.076713,600023.8346040249,-0.054402903351361775,-0.0339124344063777,0.38523225201151856,29.255119932686565,-37.570180436385286,-15.579919824638704,False
1739885643.354076,600024.1119668484,0.20318602083977977,0.1965682829860982,0.05471604051185519,1.9397760664539612,-0.35382057128794353,-3.915033632485856,False
1739885643.440855,600024.198745966,0.20318602083977977,0.1965682829860982,0.05471604051185519,1.9397760664539612,-0.35382057128794353,-3.915033632485856,True
1739885644.54404,600025.3019309044,0.20318602083977977,0.1965682829860982,0.05471604051185519,1.9397760664539612,-0.35382057128794353,-3.915033632485856,True
1739885644.738554,600025.4964449406,0.20318602083977977,0.1965682829860982,0.05471604051185519,1.9397760664539612,-0.35382057128794353,-3.915033632485856,False
1739885645.237218,600025.9951088428,0.20318602083977977,0.1965682829860982,0.05471604051185519,1.9397760664539612,-0.35382057128794353,-3.915033632485856,False
1739885645.338573,600026.0964639187,0.20318602083977977,0.1965682829860982,0.05471604051185519,1.9397760664539612,-0.35382057128794353,-3.915033632485856,False
1739885645.53541,600026.2933008671,0.20318602083977977,0.1965682829860982,0.05471604051185519,1.9397760664539612,-0.35382057128794353,-3.915033632485856,False
1739885645.622311,600026.380202055,0.20318602083977977,0.1965682829860982,0.05471604051185519,1.9397760664539612,-0.35382057128794353,-3.915033632485856,True
1739885645.7415,600026.4993908405,0.20318602083977977,0.1965682829860982,0.05471604051185519,1.9397760664539612,-0.35382057128794353,-3.915033632485856,False
1739885646.160977,600026.9188678265,0.20318602083977977,0.1965682829860982,0.05471604051185519,1.9397760664539612,-0.35382057128794353,-3.915033632485856,False
1739885646.471424,600027.2293150425,0.20318602083977977,0.1965682829860982,0.05471604051185519,1.9397760664539612,-0.35382057128794353,-3.915033632485856,False
1739885646.851432,600027.6093230247,0.20318602083977977,0.1965682829860982,0.05471604051185519,1.9397760664539612,-0.35382057128794353,-3.915033632485856,False
1739885646.937002,600027.6948928833,0.20318602083977977,0.1965682829860982,0.05471604051185519,1.9397760664539612,-0.35382057128794353,-3.915033632485856,False
1739885647.348007,600028.1058979034,0.20318602083977977,0.1965682829860982,0.05471604051185519,1.9397760664539612,-0.35382057128794353,-3.915033632485856,False
1739885647.426755,600028.1846458912,0.20318602083977977,0.1965682829860982,0.05471604051185519,1.9397760664539612,-0.35382057128794353,-3.915033632485856,False
1739885647.736425,600028.4943158627,0.20318602083977977,0.1965682829860982,0.05471604051185519,1.9397760664539612,-0.35382057128794353,-3.915033632485856,True
1739885648.11001,600028.8679008484,0.20318602083977977,0.1965682829860982,0.05471604051185519,1.9397760664539612,-0.35382057128794353,-3.915033632485856,False
1739885649.744954,600030.5028450489,0.20318602083977977,0.1965682829860982,0.05471604051185519,1.9397760664539612,-0.35382057128794353,-3.915033632485856,False
1739885650.229379,600030.9872698784,0.20318602083977977,0.1965682829860982,0.05471604051185519,1.9397760664539612,-0.35382057128794353,-3.915033632485856,False
1739885650.434138,600031.1920289993,0.20318602083977977,0.1965682829860982,0.05471604051185519,1.9397760664539612,-0.35382057128794353,-3.915033632485856,False
1739885650.714175,600031.4720659256,0.20318602083977977,0.1965682829860982,0.05471604051185519,1.9397760664539612,-0.35382057128794353,-3.915033632485856,False
1739885650.897413,600031.6553039551,0.20318602083977977,0.1965682829860982,0.05471604051185519,1.9397760664539612,-0.35382057128794353,-3.915033632485856,True
1739885651.294017,600032.0519080162,0.20318602083977977,0.1965682829860982,0.05471604051185519,1.9397760664539612,-0.35382057128794353,-3.915033632485856,False
1739885652.258629,600033.0165200233,0.20318602083977977,0.1965682829860982,0.05471604051185519,1.9397760664539612,-0.35382057128794353,-3.915033632485856,False
1739885652.922752,600033.6806428432,0.20318602083977977,0.1965682829860982,0.05471604051185519,1.9397760664539612,-0.35382057128794353,-3.915033632485856,False
1739885653.087139,600033.8450298309,0.20318602083977977,0.1965682829860982,0.05471604051185519,1.9397760664539612,-0.35382057128794353,-3.915033632485856,False
1739885653.617423,600034.3753139973,0.20318602083977977,0.1965682829860982,0.05471604051185519,1.9397760664539612,-0.35382057128794353,-3.915033632485856,False
1739885655.984813,600036.7427039146,0.20318602083977977,0.1965682829860982,0.05471604051185519,1.9397760664539612,-0.35382057128794353,-3.915033632485856,False
1739885656.188255,600036.9461460114,0.20318602083977977,0.1965682829860982,0.05471604051185519,1.9397760664539612,-0.35382057128794353,-3.915033632485856,True
1739885656.686159,600037.4440498352,0.20318602083977977,0.1965682829860982,0.05471604051185519,1.9397760664539612,-0.35382057128794353,-3.915033632485856,False
